,A_1,A_2,A_3,A_4,A_5,A_6,A_7,A_8,A_9,A_10,A_11,A_13,A_14,A_15,A_16,A_17,A_18,A_19,A_20,A_21,A_22,A_23,A_24,A_25,A_27,A_28,A_31,A_32,A_33,A_34,A_35,A_36,A_37,A_38,A_39,A_40,A_41,A_42,A_43,A_44,A_46,A_47,A_48,A_49,A_50,A_51,A_52,A_53,A_54,A_55,A_56,A_57,A_58,A_59,A_60,A_61,A_62,A_63,A_64,A_65,A_67,A_70,A_72,A_73,A_74,A_75,A_76,A_77,A_78,A_79,A_80,A_81,A_82,A_84,A_85,A_86,A_87,A_88,A_89,A_90
P_52,97.81955862764694,0.0,1.3333333333333333,0.8333333333333333,0.0,2.833333333333333,0.0,0.0,0.0,0.0,2.033333333333333,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.6666666666666665,0.5,0.0,0.0,0.0,1.0,0.35396825396825393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,17.383333333333333,1.0,0.0,1.25,47.31428571428572,805.891558441563,11.5,5.5,4.0,4.558333333333334,1.0,5.0,14.416666666666666,2.2011494252873565,2.0,4.666666666666666,0.30952380952380953,0.0,1.5,51.73011416687892,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.8333333333333333,0.0,1.0,5.052380952380953,1.1666666666666667,1.0,0.5,0.0,0.0,0.0,0.0
P_53,49.015699006875515,0.0,0.5,9.199999999999998,0.5,1.0,0.0,0.25,0.0,1.0,0.0,3.5,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8527777777777777,115.31428571428602,28.364285714285707,225.30714285714265,8.0,76.28388278388279,1.833333333333333,1.7,1.5,3.0,5.0,4.5,2.5,2.0,0.4,0.0,26.702871148459373,0.0,0.0,0.45,0.0,0.0,0.0,1.5,0.0,2.126190476190476,0.0,0.6666666666666666,0.75,0.0,1.0,2.75,0.0,0.8333333333333333,0.0,0.0
P_54,13.71904761904762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,2.833333333333333,1.0,0.0,38.666666666666664,12.616666666666665,0.5,246.6166666666668,0.0,0.7202380952380951,0.0,33.699999999999996,13.7,1.8333333333333333,22.16666666666667,1.0,1.7,18.5,5.75,86.60249333999332,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
P_55,43.44924242424244,3.5,0.0,1.4166666666666665,0.0,0.0,0.0,0.5,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.8333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,9.5,0.6666666666666666,0.3333333333333333,2.0,93.89523809523817,15.21666666666667,30.166666666666664,0.5,478.9899267399268,1.1785714285714284,2.8,0.0,15.916666666666671,0.5384615384615384,1.1666666666666667,2.0,0.0,1.6666666666666665,0.0,57.9347041847043,0.0,0.5,0.75,0.0,0.0,7.150000000000002,0.0,0.3333333333333333,1.0,0.0,0.0,1.8333333333333333,0.0,0.0,13.516666666666664,0.0,2.5,0.0,0.0
P_56,10.277777777777777,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,2.0,1.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.833333333333336,4.333333333333333,47.69801587301591,266.09022366522356,4.166666666666668,1.7,18.833333333333332,0.0,1019.3453823953857,85.02775280275284,3.166666666666667,48.51666666666672,1.0,4.5,1.0,0.0,20.25,0.0,114.02510822510831,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,31.573748473748424,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.833333333333333,0.0,0.0
P_57,16.983333333333334,0.0,0.0,1.0,0.0,0.0,0.0,0.5,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.833333333333333,0.0,0.0,2.0,0.0,0.8333333333333333,25.166666666666664,9.166666666666666,99.43253968253961,97.58354978354994,0.3333333333333333,6.978571428571429,30.14999999999999,2.142857142857143,134.2970418470418,476.53133810633693,11.200000000000001,17.949999999999996,0.0,0.3333333333333333,1.0,0.5,21.416666666666668,0.5,90.26630216189052,3.5,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,10.406038406038403,0.0,0.0,0.0,6.0,0.0,1.5,0.0,3.0833333333333335,0.0,0.0
P_58,27.152380952380934,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,7.333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,6.25,0.0,0.0,2.0,260.73801892551865,0.8333333333333333,1.0,2.5,11.0,0.07692307692307693,0.0,0.3333333333333333,7.672557997557997,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
P_59,94.6333236208236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4999999999999996,8.450000000000001,26.5,28.58333333333332,7.0,3.5,65.55000000000005,3.25,0.0,21.666666666666668,0.0,21.509523809523802,0.0,2.2,968.7011904761926,0.0,7.642857142857142,19.297619047619047,0.0,0.5,0.0,334.9481463539888,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_60,28.549999999999986,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,16.833333333333336,1.0,0.25,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,11.666666666666666,3.0,1.0,8.0,14.833333333333334,18.233333333333327,6.800000000000001,45.416666666666664,20.833333333333332,0.0,0.3333333333333333,1.9166666666666665,12.733333333333334,569.3874447391689,4.416666666666667,2.75,0.0,0.0,0.41666666666666663,72.74841269841282,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.15555555555555556,0.0,4.333333333333334,1.5666666666666667,0.0,5.083333333333333,0.0,0.0
P_61,110.31750749250749,0.0,1.5,2.0,0.0,1.0,0.0,5.033333333333333,0.0,0.0,0.0,0.0,0.0,1.5,0.0,11.083333333333334,0.0,0.3333333333333333,0.0,0.5,2.0,0.5,1.0,1.0,0.0,1.0,0.0,0.0,1.476190476190476,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.5,2.3166666666666664,0.8333333333333333,36.0,3.25,1.5,58.56666666666671,24.583333333333332,2.5476190476190474,86.28333333333333,1.0,4.25,2.5,16.500000000000004,61.000000000000036,11.666666666666666,465.0547619047617,8.333333333333334,2.8742424242424245,0.0,20.25,358.05092130092066,2.7,0.0,2.833333333333333,0.0,0.0,0.0,2.5,0.0,7.449999999999999,1.5,5.666666666666666,0.0,3.2,1.5,4.583333333333334,2.0,9.833333333333332,0.0,1.0
P_62,900.6234308022463,3.5595238095238098,18.676085842262307,11.018686868686869,2.375,11.316666666666666,3.392857142857143,4.872222222222223,40.26666666666666,0.0,2.333333333333333,0.0,5.5,42.07229437229439,3.174242424242424,28.05,5.333333333333333,11.586446886446888,0.0,0.8575757575757577,11.266666666666667,0.0,0.0,4.166666666666667,2.333333333333333,26.498881673881662,2.0,0.0,16.011670564781685,1.0,0.0,0.0,0.5,1.0166666666666666,0.25,0.0,5.278571428571429,47.747619047619075,15.483333333333334,0.75,16.745928924876296,15.000000000000002,2.0,0.0,0.0,8.416666666666668,1.0454545454545454,0.0,7.0,0.0,0.0,0.0,8.833333333333332,34.3690476190476,6.2023809523809526,1.8333333333333333,2075.129267954263,164.05562770562767,5.7,45.711904761904755,294.3566867752404,17.333333333333332,28.666666666666657,39.3857142857143,1.25,0.0,6.711544011544011,0.0,0.0,10.0,31.0,2.0,10.55952380952381,16.63069487983281,1.5,4.033333333333333,0.0,2.561111111111111,0.0,0.0
P_63,71.29841269841276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.75,1.0333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.4222222222222,760.0202977578003,0.0,54.566666666666684,4.405494505494506,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.38448275862068965,0.0,0.2,0.0,0.5,0.0,0.0
P_64,144.01190265702644,9.166666666666666,14.149999999999999,15.833333333333332,0.0,1.8095238095238095,11.75833333333333,14.033333333333333,2.3333333333333335,0.3333333333333333,4.25,0.5,1.0,6.716666666666667,15.083333333333334,8.375,1.5,0.5,0.0,1.0,4.2,1.0,1.6666666666666665,0.0,1.6666666666666665,1.625,1.8333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.950000000000003,4.333333333333333,3.8812318787163997,0.14285714285714285,5.0,0.0,0.0,0.0,6.833333333333333,2.301190476190476,0.0,0.0,3.269047619047618,7.166666666666666,2.25,0.0,3.5,1.0,7.166666666666666,94.38644688644686,103.8669774669778,589.2440476190473,9.721428571428575,103.14459845709865,15.41666666666666,4.416666666666666,30.333333333333307,0.0,0.0,1.8333333333333333,0.3333333333333333,0.3333333333333333,12.642857142857139,0.0,1.5,23.516666666666666,17.32324248949015,0.0,57.83333333333335,0.0,1.6666666666666665,0.0,0.0
P_65,39.06666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333333,3.0,2.333333333333333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,10.749999999999998,44.830555555555556,0.0,767.7524281274294,13.854417293233084,0.0,0.5,1.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.5,0.25,1.75,0.0,0.0,0.0,2.6666666666666665,0.0,0.5
P_67,177.77914642117432,0.16666666666666666,0.3333333333333333,1.25,0.0,0.0,0.0,0.0,0.8333333333333333,0.0,0.5,0.0,0.0,44.6865800865801,0.0,3.0,1.25,0.8846153846153846,0.0,0.5,0.0,0.0,0.0,1.0,1.3333333333333333,15.766666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,10.899999999999999,1.5528205841286336,4.833333333333333,10.916666666666666,17.499999999999996,7.699999999999998,102.98452380952375,25.792857142857127,0.5,71.44999999999999,0.8428571428571429,0.7,14.533333333333337,15.700000000000001,114.81785714285712,0.8333333333333333,57.34285714285715,75.0627344877346,22.012609612609612,3.066666666666667,21.5,1572.0113721746075,0.2,15.983333333333334,26.4345238095238,0.25,0.0,8.833333333333332,2.0,0.0,11.253174603174598,0.0,1.0333333333333332,0.75,4.895075757575758,0.0,11.45,8.166666666666666,5.999999999999999,0.0,0.0
P_70,34.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,13.333333333333334,8.399999999999999,0.0,0.0,0.2,3.1666666666666665,0.0,0.0,0.0,1.0,0.25,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,1.5,0.0,0.0,0.0,2.3333333333333335,3.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,1.0,1.0,0.0,1.0,22.297619047619047,1129.91666666667,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.75,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0
P_72,112.72261904761906,4.166666666666666,5.0,7.0,1.0,5.0,2.0873015873015874,8.433333333333334,0.0,0.0,0.0,0.0,1.5,7.083333333333334,1.1666666666666667,9.791666666666668,0.3333333333333333,0.25,0.0,20.28333333333334,0.0,2.1666666666666665,0.0,0.0,0.8333333333333333,2.0,0.0,0.0,6.916666666666667,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.2197802197802199,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.9166666666666666,0.0,1.0,61.33578643578647,53.31517273576099,17.316666666666663,1.3333333333333333,25.739009498413527,5.5,1250.242857142857,268.46666666666687,0.0,6.0,0.0,2.6666666666666665,23.25,16.326190476190476,0.0,2.2,6.583333333333333,13.181818181818182,2.0,1.75,0.0,1.25,0.0,0.0
P_73,38.31428571428571,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.29166666666666663,0.0,0.0,0.0,0.0,1.0,10.726190476190478,0.0,30.496428571428563,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.333333333333334,0.0,1.0,1.0,0.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.280591630591623,11.12380952380952,4.309523809523809,11.783333333333333,52.98742091242092,3.0,73.98333333333333,1056.039285714293,0.25,0.0,21.0,13.583333333333332,0.0,5.833333333333333,0.0,0.0,0.0,5.554166666666667,0.0,0.0,0.0,0.0,0.0,0.0
P_74,1.040909090909091,0.5,0.0,0.5,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,2.0,4.0,1.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.3024531024531,0.0,4.842857142857144,0.5,0.5714285714285714,3.0,1.833333333333333,7.050000000000001,56.5,2.5,41.33333333333334,1.0,0.0,1.2,0.0,0.5,0.1111111111111111,2.0,2.0,0.0,0.0,0.0,0.0,0.0
P_75,164.8102212602211,0.3333333333333333,0.795026148881718,3.2833333333333337,0.0,1.0,1.0,0.3666666666666667,0.0,0.0,0.5,0.0,1.0,0.5,0.0,20.041666666666664,1.7333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5333333333333333,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9345238095238093,0.0,0.8333333333333333,1.0,0.0,0.0,0.0,2.0,0.0,5.5,0.0,0.5,0.0,5.433333333333334,0.0,0.0,0.3333333333333333,36.760714285714286,53.29047619047625,0.0,9.416666666666668,11.635531135531135,3.333333333333333,26.499999999999996,2.45,20.5,63.5,7.333333333333333,61.333333333333336,1.0,1.0,0.0,0.0,0.0,4.493589743589744,0.0,1.5,0.0,0.3333333333333333,0.0,0.0
P_76,21.898354788486365,0.0,2.516666666666667,0.0,0.0,0.0,5.083333333333334,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,3.8500000000000005,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.25,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,2.2739468864468866,0.0,0.0,0.0,34.29314574314574,1.0,6.602380952380957,3.5,12.173809523809524,0.0,29.449999999999992,164.7130952380951,0.25,0.0,390.2048340548339,1.5,0.25,0.0,0.0,0.0,1.4999999999999998,4.608008658008658,0.0,0.0,0.0,0.5,0.0,0.0
P_77,351.08253968253877,0.0,5.45,1.0,0.0,1.5333333333333332,0.0,1.6666666666666665,1.0,0.0,0.0,0.0,1.0,1.0909090909090908,0.0,12.5,0.5,0.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,19.666666666666664,0.0,1.9999999999999998,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,17.349999999999994,0.5,3.0,8.583333333333334,0.0,28.0,0.0,15.666666666666668,5.5,0.0,1.0,0.0,0.0,0.0,0.0,13.683333333333332,0.0,0.5,6.645238095238096,17.75,0.0,18.55952380952381,7.275837568228876,3.666666666666667,2.5,10.48333333333333,0.0,12.0,37.7,153.41666666666669,0.0,0.9,0.0,2.0,0.25,4.5,0.0,0.0,0.5,2.5,0.0,0.0
P_78,2.283333333333333,0.0,0.5,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.732575757575756,0.1111111111111111,0.3333333333333333,1.0,0.8244047619047619,1.0,9.833333333333332,0.0,0.0,1.5,0.0,0.0,138.58333333333334,41.95952380952382,0.0,5.0,3.142857142857143,0.5,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
P_79,16.63333333333333,0.0,1.5,0.0,0.0,2.0,1.5833333333333333,2.5,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,9.833333333333332,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,22.583333333333332,0.0,0.0,0.25,0.0,0.0,0.5833333333333333,0.0,1.0,0.0,0.0,2.25,0.16666666666666666,0.0,0.0,41.51645380763035,0.5,0.8333333333333333,1.2,0.0,0.0,0.0,0.0,0.0,444.0090007215001,0.0,3.0,34.72619047619048,0.5769230769230769,0.0,0.0,0.0,0.0,0.0,0.0
P_80,0.325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.57931512931513,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.8270202020202,3.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_81,11.718686868686861,0.0,2.1166666666666667,1.0,0.0,1.0,0.0,0.0,4.499999999999999,0.0,0.0,0.0,0.0,7.666666666666664,0.0,8.583333333333332,2.1666666666666665,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.5,0.0,0.4,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,6.333333333333332,1.25,0.3333333333333333,3.5,34.44063763034353,140.01666666666645,0.0,0.5,0.0,0.0,0.0,0.0,0.0,14.009523809523808,0.0,503.39166666666597,18.238095238095237,2.0,1.0,0.0,0.0,0.0,0.0,0.0
P_82,39.33690476190476,1.0,2.0,0.0,0.0,2.0,0.0,1.3,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,8.660786435786436,5.392156862745098,2.0,0.0,15.909744095773505,9.7,4.0,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,27.01118326118326,0.0,9.5,548.6000357943221,0.4444444444444444,0.0,1.2,0.0,1.1666666666666665,0.0,0.0
P_84,86.68938139746965,0.5,2.3333333333333335,0.5,2.0,3.3333333333333335,4.416666666666666,2.6666666666666665,0.0,2.5,2.1666666666666665,1.0,1.3333333333333333,6.45,0.0,30.2690476190476,2.0,1.3333333333333333,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.6166666666666667,1.5,0.0,36.20833333333333,0.0,0.0,0.0,0.0,0.0,2.6666666666666665,0.0,0.0,2.5,1.9,4.983333333333334,0.3333333333333333,14.0,3.0,1.5,7.0,2.0,2.5,0.0,0.5,0.0,0.0,0.0,5.0,0.25,0.4,1.0,85.07146464646483,115.18251070824635,43.16071428571425,69.37121489621505,88.72110453896046,4.333333333333333,34.023809523809504,27.56190476190475,0.0,6.0,28.283621933621912,0.0,0.0,4.0,2.0,2.5,11.480252100840335,898.3356088702396,0.0,1.0,0.5,2.8333333333333335,0.0,2.0
P_85,69.46517567681364,3.3333333333333335,1.0,0.5833333333333333,6.75,5.666666666666667,5.82063492063492,1.0,0.0,2.0,0.0,0.0,1.5,1.1666666666666665,0.0,0.0,0.0,0.8333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.8333333333333333,0.0,1.0,1.4999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.5,36.906500488758546,0.0,0.0,0.0,3.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03448275862068965,0.0,12.91666666666667,0.8333333333333333,1.0,17.416666666666668,4.892857142857142,23.833333333333332,2.3333333333333335,1.0,0.0,0.0,2.5,0.0,0.0,5.898412698412698,0.0,2.333333333333333,2.0,2.5,845.5333333333341,0.25,0.0,0.0,1.0,0.0
P_86,44.42361249861255,1.0,0.5,2.4333333333333336,0.0,1.0,0.0,4.166666666666666,1.0,0.0,20.85,2.5,1.0,0.0,5.833333333333332,2.1678571428571427,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,26.833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8333333333333335,0.0,0.0,2.0,0.0,37.58461718020542,2.5,26.33333333333333,0.0,6.0,3.0,4.416666666666666,6.333333333333333,0.0,1.0,6.355952380952383,0.0,1.0,0.0,5.0,0.16666666666666666,1.5,75.6547619047619,70.26881174381191,48.40000000000003,13.723809523809518,103.96999893381489,7.166666666666665,7.116666666666666,5.277380952380953,0.0,0.5,0.8333333333333333,0.0,2.833333333333333,11.276190476190472,2.833333333333333,3.5333333333333337,5.75,24.76666666666667,0.4,368.9333333333329,0.0,0.4,0.0,0.0
P_87,1.6666666666666665,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.8333333333333333,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,8.333333333333332,0.0,0.0,0.5,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000004,0.0,1.0,0.0,0.0,1.0,0.0,64.0,0.5,0.0,0.0
P_88,51.496239851703955,0.0,1.3333333333333333,0.5,0.0,0.0,0.5,1.1666666666666665,0.0,0.0,0.5,0.0,0.0,14.333333333333334,1.0,1.8333333333333333,21.666666666666664,0.0,2.0,2.0,0.5,1.0,0.0,0.0,1.5,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.1666666666666665,0.5,0.0,0.0,0.75,11.083333333333332,17.5,0.0,2.0,0.8333333333333333,0.0,1.0,4.5,0.0,1.0,41.36666666666668,15.000000000000002,0.0,52.28186535686541,12.844047619047618,1.0,2.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.5,0.0,1.0,0.0,2.1833333333333336,0.0,1022.1841269841289,0.0,0.0
P_89,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,4.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_90,43.67738095238095,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.166666666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.6666666666666665,1.25,0.0,0.8333333333333333,12.153968253968253,0.7,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.75,0.5,0.0,0.0,0.0,0.0,13.333333333333336,0.0,38.16666666666667
